"Player","Rating","Age","dateranking","ranking"
"Yasser Seirawan","2624","41y9m","200112",83
"Joel Benjamin","2624","37y9m","200112",83
"Andrey Shariyazdanov","2621","25y5m","200112",86
"Semen Dvoiris","2620","43y1m","200112",87
"Julian Hodgson","2620","38y5m","200112",87
"Liviu-Dieter Nisipeanu","2620","25y4m","200112",87
"Zdenko Koul","2620","35y7m","200112",87
"Bartlomiej Macieja","2619","24y2m","200112",91
"Viacheslav Eingorn","2619","45y1m","200112",91
"Vladimir Epishin","2616","36y5m","200112",93
"Alexander Galkin","2614","22y10m","200112",94
"Ulf Andersson","2614","50y6m","200112",94
"Jonathan Speelman","2614","45y2m","200112",94
"Murtas Kazhgaleyev","2614","","200112",94
"Alex Yermolinsky","2614","43y8m","200112",94
"Andrei Istratescu","2614","26y0m","200112",94
"Giorgi Giorgadze","2613","37y2m","200112",100
"Garry Kasparov","2854","38y9m","200201",1
"Vladimir Kramnik","2825","26y7m","200201",2
"Viswanathan Anand","2792","32y1m","200201",3
"Alexander Morozevich","2759","24y6m","200201",4
"Michael Adams","2750","30y2m","200201",5
"Peter Leko","2747","22y4m","200201",6
"Vassily Ivanchuk","2746","32y10m","200201",7
"Veselin Topalov","2741","26y10m","200201",8
"Alexei Shirov","2740","29y6m","200201",9
"Evgeny Bareev","2736","35y2m","200201",10
"Ruslan Ponomariov","2734","18y3m","200201",11
"Boris Gelfand","2733","33y7m","200201",12
"Peter Svidler","2721","25y7m","200201",13
"Ilia Smirin","2713","34y0m","200201",14
"Rustam Kasimdzhanov","2705","22y1m","200201",15
"Alexey Dreev","2702","33y0m","200201",16
"Loek van Wely","2702","29y3m","200201",16
"Vladimir Akopian","2697","30y1m","200201",18
"Alexander Khalifman","2690","36y0m","200201",19
"Judit Polgar","2690","25y6m","200201",19
"Zurab Azmaiparashvili","2690","41y10m","200201",19
"Kiril Georgiev","2686","36y2m","200201",22
"Nigel Short","2686","36y7m","200201",22
"Alexander Grischuk","2685","18y3m","200201",24
"Joel Lautier","2684","28y9m","200201",25
"Predrag Nikolic","2678","41y4m","200201",26
"Mikhail Gurevich","2676","42y11m","200201",27
"Anatoly Karpov","2676","50y8m","200201",27
"Vadim Zvjaginsev","2673","25y5m","200201",29
"Ye Jiangchuan","2673","41y2m","200201",29
"Vladimir Malakhov","2672","21y2m","200201",31
"Konstantin Sakaev","2669","27y9m","200201",32
"Zoltan Almasi","2669","25y5m","200201",32
"Viktor Bologan","2669","30y1m","200201",32
"Jeroen Piket","2669","33y0m","200201",32
"Vladislav Tkachiev","2668","28y2m","200201",36
"Alexander Beliavsky","2666","48y1m","200201",37
"Alexander Onischuk","2665","26y4m","200201",38
"Rafael Vaganian","2665","50y3m","200201",38
"Zhang Zhong","2665","23y4m","200201",38
"Ivan Sokolov","2659","33y7m","200201",41
"Andrei Kharlov","2658","33y2m","200201",42
"Smbat Lputian","2657","43y11m","200201",43
"Viktor Korchnoi","2657","70y10m","200201",43
"Alexander Lastin","2656","25y3m","200201",45
"Sergei Rublevsky","2655","27y3m","200201",46
"Aleksej Aleksandrov","2655","28y8m","200201",46
"Etienne Bacrot","2653","19y0m","200201",48
"Emil Sutovsky","2650","24y4m","200201",49
"Michal Krasenkow","2649","38y2m","200201",50
"Rustem Dautov","2649","36y2m","200201",50
"Alexander Graf","2648","39y5m","200201",52
"Alexander Motylev","2646","22y7m","200201",53
"Sergei Movsesian","2643","23y2m","200201",54
"Robert H<fc>bner","2642","53y2m","200201",55
"Evgeny Pigusov","2642","40y10m","200201",55
"Christopher Lutz","2641","30y11m","200201",57
"Xu Jun","2640","39y4m","200201",58
"Mihail Kobalija","2639","23y8m","200201",59
"Jan Timman","2639","50y1m","200201",59
"Peter Heine Nielsen","2639","28y8m","200201",59
"Pavel Tregubov","2638","30y1m","200201",62
"Curt Hansen","2636","37y4m","200201",63
"Zurab Sturua","2635","42y7m","200201",64
"Igor Khenkin","2635","33y10m","200201",64
"Evgeniy Najer","2635","24y7m","200201",64
"Ioannis Papaioannou","2635","25y9m","200201",64
"Sergei Tiviakov","2634","28y11m","200201",68
"Artur Jussupow","2634","41y11m","200201",68
"Lev Psakhis","2633","43y2m","200201",70
"Vadim Milov","2633","29y5m","200201",70
"Francisco Vallejo Pons","2631","19y5m","200201",72
"Boris Avrukh","2628","24y0m","200201",73
"Igor Novikov","2628","39y8m","200201",73
"Karen Asrian","2628","21y9m","200201",73
"Vladimir Baklan","2628","23y11m","200201",73
"Jaan Ehlvest","2626","39y3m","200201",77
"Valerij Filippov","2625","26y2m","200201",78
"Evgeny Vladimirov","2625","45y0m","200201",78
"Iosif Dorfman","2624","49y8m","200201",80
"Matthew Sadler","2623","27y8m","200201",81
"Viacheslav Eingorn","2623","45y2m","200201",81
"Sergey Dolmatov","2622","42y11m","200201",83
"Joel Benjamin","2621","37y10m","200201",84
"Semen Dvoiris","2621","43y2m","200201",84
"Konstantin Landa","2620","29y8m","200201",86
"Andrey Shariyazdanov","2620","25y6m","200201",86
"Yasser Seirawan","2619","41y10m","200201",88
"Bartlomiej Macieja","2618","24y3m","200201",89
"Julian Hodgson","2618","38y6m","200201",89
"Liviu-Dieter Nisipeanu","2617","25y5m","200201",91
"Vladimir Epishin","2617","36y6m","200201",91
"Andrei Istratescu","2615","26y1m","200201",93
"Ulf Andersson","2614","50y7m","200201",94
"Murtas Kazhgaleyev","2613","","200201",95
"Alexander Galkin","2613","22y11m","200201",95
"Zdenko Koul","2611","35y8m","200201",97
"Jonathan Speelman","2611","45y3m","200201",97
"Andrey Sokolov","2610","38y10m","200201",99
"Uwe Bönsch","2609","43y3m","200201",100
"Garry Kasparov","2853","38y10m","200202",1
"Vladimir Kramnik","2825","26y8m","200202",2
"Viswanathan Anand","2790","32y2m","200202",3
"Alexander Morozevich","2764","24y7m","200202",4
"Michael Adams","2753","30y3m","200202",5
"Evgeny Bareev","2750","35y3m","200202",6
"Peter Leko","2747","22y5m","200202",7
"Ruslan Ponomariov","2741","18y4m","200202",8
"Veselin Topalov","2739","26y11m","200202",9
"Vassily Ivanchuk","2738","32y11m","200202",10
"Alexei Shirov","2738","29y7m","200202",10
"Boris Gelfand","2728","33y8m","200202",12
"Peter Svidler","2720","25y8m","200202",13
"Ilia Smirin","2714","34y1m","200202",14
"Alexander Khalifman","2700","36y1m","200202",15
"Alexander Grischuk","2699","18y4m","200202",16
"Vladimir Akopian","2697","30y2m","200202",17
"Alexey Dreev","2697","33y1m","200202",17
"Rustam Kasimdzhanov","2691","22y2m","200202",19
"Nigel Short","2690","36y8m","200202",20
"Judit Polgar","2690","25y7m","200202",20
"Loek van Wely","2690","29y4m","200202",20
"Zurab Azmaiparashvili","2690","41y11m","200202",20
"Joel Lautier","2685","28y10m","200202",24
"Kiril Georgiev","2684","36y3m","200202",25
"Predrag Nikolic","2682","41y5m","200202",26
"Anatoly Karpov","2675","50y9m","200202",27
"Mikhail Gurevich","2674","43y0m","200202",28
"Vadim Zvjaginsev","2672","25y6m","200202",29
"Zoltan Almasi","2672","25y6m","200202",29
"Ye Jiangchuan","2671","41y3m","200202",31
"Alexander Beliavsky","2670","48y2m","200202",32
"Konstantin Sakaev","2670","27y10m","200202",32
"Viktor Bologan","2669","30y2m","200202",34
"Jeroen Piket","2669","33y1m","200202",34
"Vladimir Malakhov","2668","21y3m","200202",36
"Vladislav Tkachiev","2668","28y3m","200202",36
"Rafael Vaganian","2665","50y4m","200202",38
"Smbat Lputian","2662","44y0m","200202",39
"Alexander Graf","2661","39y6m","200202",40
"Zhang Zhong","2659","23y5m","200202",41
"Viktor Korchnoi","2659","70y11m","200202",41
"Aleksej Aleksandrov","2658","28y9m","200202",43
"Alexander Lastin","2657","25y4m","200202",44
"Andrei Kharlov","2656","33y3m","200202",45
"Etienne Bacrot","2655","19y1m","200202",46
"Ivan Sokolov","2654","33y8m","200202",47
"Sergei Rublevsky","2654","27y4m","200202",47
"Emil Sutovsky","2652","24y5m","200202",49
"Michal Krasenkow","2648","38y3m","200202",50
"Rustem Dautov","2648","36y3m","200202",50
"Alexander Motylev","2647","22y8m","200202",52
"Christopher Lutz","2647","31y0m","200202",52
"Sergei Movsesian","2647","23y3m","200202",52
"Alexander Onischuk","2643","26y5m","200202",55
"Jan Timman","2641","50y2m","200202",56
"Peter Heine Nielsen","2638","28y9m","200202",57
"Robert H<fc>bner","2638","53y3m","200202",57
"Xu Jun","2636","39y5m","200202",59
"Francisco Vallejo Pons","2636","19y6m","200202",59
"Vadim Milov","2636","29y6m","200202",59
"Igor Khenkin","2635","33y11m","200202",62
"Artur Jussupow","2635","42y0m","200202",62
"Zurab Sturua","2634","42y8m","200202",64
"Evgeny Pigusov","2633","40y11m","200202",65
"Sergei Tiviakov","2632","29y0m","200202",66
"Curt Hansen","2631","37y5m","200202",67
"Mihail Kobalija","2631","23y9m","200202",67
"Pavel Tregubov","2630","30y2m","200202",69
"Karen Asrian","2629","21y10m","200202",70
"Lev Psakhis","2629","43y3m","200202",70
"Evgeniy Najer","2627","24y8m","200202",72
"Evgeny Vladimirov","2626","45y1m","200202",73
"Ioannis Papaioannou","2625","25y10m","200202",74
"Vladimir Baklan","2625","24y0m","200202",74
"Boris Avrukh","2625","24y1m","200202",74
"Igor Novikov","2624","39y9m","200202",77
"Iosif Dorfman","2624","49y9m","200202",77
"Konstantin Landa","2623","29y9m","200202",79
"Semen Dvoiris","2621","43y3m","200202",80
"Jaan Ehlvest","2621","39y4m","200202",80
"Sergey Dolmatov","2620","43y0m","200202",82
"Joel Benjamin","2619","37y11m","200202",83
"Valerij Filippov","2619","26y3m","200202",83
"Liviu-Dieter Nisipeanu","2619","25y6m","200202",83
"Andrey Sokolov","2618","38y11m","200202",86
"Yasser Seirawan","2618","41y11m","200202",86
"Murtas Kazhgaleyev","2618","","200202",86
"Andrey Shariyazdanov","2617","25y7m","200202",89
"Vladimir Epishin","2617","36y7m","200202",89
"Krishnan Sasikiran","2616","21y1m","200202",91
"Viacheslav Eingorn","2616","45y3m","200202",91
"Julian Hodgson","2615","38y7m","200202",93
"Yuri Yakovich","2614","39y3m","200202",94
"Ulf Andersson","2614","50y8m","200202",94
"Alexander Galkin","2614","23y0m","200202",94
"Ashot Anastasian","2613","37y7m","200202",97
"Matthew Sadler","2612","27y9m","200202",98
"Bartlomiej Macieja","2610","24y4m","200202",99
"Zdenko Koul","2610","35y9m","200202",99
"Garry Kasparov","2852","38y11m","200203",1
"Vladimir Kramnik","2826","26y9m","200203",2
"Viswanathan Anand","2789","32y3m","200203",3
"Michael Adams","2753","30y4m","200203",4
"Evgeny Bareev","2751","35y4m","200203",5
"Alexander Morozevich","2748","24y8m","200203",6
"Peter Leko","2745","22y6m","200203",7
"Ruslan Ponomariov","2743","18y5m","200203",8
"Veselin Topalov","2741","27y0m","200203",9
"Alexei Shirov","2739","29y8m","200203",10
"Vassily Ivanchuk","2736","33y0m","200203",11
"Boris Gelfand","2731","33y9m","200203",12
"Peter Svidler","2721","25y9m","200203",13
"Vladimir Akopian","2708","30y3m","200203",14
"Alexander Grischuk","2706","18y5m","200203",15
"Ilia Smirin","2705","34y2m","200203",16
"Alexander Khalifman","2701","36y2m","200203",17
"Alexey Dreev","2698","33y2m","200203",18
"Judit Polgar","2696","25y8m","200203",19
"Anatoly Karpov","2693","50y10m","200203",20
"Nigel Short","2691","36y9m","200203",21
"Rustam Kasimdzhanov","2689","22y3m","200203",22
"Zurab Azmaiparashvili","2689","42y0m","200203",22
"Predrag Nikolic","2686","41y6m","200203",24
"Joel Lautier","2686","28y11m","200203",24
"Vladimir Malakhov","2684","21y4m","200203",26
"Kiril Georgiev","2682","36y4m","200203",27
"Loek van Wely","2682","29y5m","200203",27
"Vladislav Tkachiev","2676","28y4m","200203",29
"Viktor Bologan","2674","30y3m","200203",30
"Mikhail Gurevich","2674","43y1m","200203",30
"Konstantin Sakaev","2674","27y11m","200203",30
"Alexander Beliavsky","2672","48y3m","200203",33
"Zoltan Almasi","2672","25y7m","200203",33
"Ye Jiangchuan","2671","41y4m","200203",35
"Alexander Graf","2671","39y7m","200203",35
"Rafael Vaganian","2671","50y5m","200203",35
"Vadim Zvjaginsev","2670","25y7m","200203",38
"Jeroen Piket","2669","33y2m","200203",39
"Aleksej Aleksandrov","2667","28y10m","200203",40
"Andrei Kharlov","2664","33y4m","200203",41
"Smbat Lputian","2663","44y1m","200203",42
"Zhang Zhong","2662","23y6m","200203",43
"Viktor Korchnoi","2660","71y0m","200203",44
"Emil Sutovsky","2659","24y6m","200203",45
"Ivan Sokolov","2657","33y9m","200203",46
"Rustem Dautov","2657","36y4m","200203",46
"Alexander Lastin","2657","25y5m","200203",46
"Etienne Bacrot","2656","19y2m","200203",49
"Alexander Onischuk","2652","26y6m","200203",50
"Christopher Lutz","2651","31y1m","200203",51
"Sergei Rublevsky","2651","27y5m","200203",51
"Michal Krasenkow","2650","38y4m","200203",53
"Sergei Movsesian","2648","23y4m","200203",54
"Alexander Motylev","2647","22y9m","200203",55
"Francisco Vallejo Pons","2644","19y7m","200203",56
"Evgeny Vladimirov","2643","45y2m","200203",57
"Jan Timman","2641","50y3m","200203",58
"Vadim Milov","2641","29y7m","200203",58
"Pavel Tregubov","2641","30y3m","200203",58
"Xu Jun","2641","39y6m","200203",58
"Peter Heine Nielsen","2640","28y10m","200203",62
"Sergei Tiviakov","2639","29y1m","200203",63
"Evgeny Pigusov","2638","41y0m","200203",64
"Artur Jussupow","2638","42y1m","200203",64
"Zurab Sturua","2637","42y9m","200203",66
"Robert H<fc>bner","2636","53y4m","200203",67
"Evgeniy Najer","2635","24y9m","200203",68
"Igor Novikov","2634","39y10m","200203",69
"Lev Psakhis","2634","43y4m","200203",69
"Vladimir Baklan","2633","24y1m","200203",71
"Curt Hansen","2632","37y6m","200203",72
"Mihail Kobalija","2632","23y10m","200203",72
"Igor Khenkin","2632","34y0m","200203",72
"Gregory Kaidanov","2631","42y5m","200203",75
"Ioannis Papaioannou","2630","25y11m","200203",76
"Iosif Dorfman","2629","49y10m","200203",77
"Karen Asrian","2627","21y11m","200203",78
"Andrey Sokolov","2624","39y0m","200203",79
"Liviu-Dieter Nisipeanu","2624","25y7m","200203",79
"Sergey Dolmatov","2624","43y1m","200203",79
"Matthew Sadler","2623","27y10m","200203",82
"Ashot Anastasian","2623","37y8m","200203",82
"Konstantin Landa","2623","29y10m","200203",82
"Vladimir Epishin","2623","36y8m","200203",82
"Joel Benjamin","2622","38y0m","200203",86
"Murtas Kazhgaleyev","2622","","200203",86
"Jaan Ehlvest","2621","39y5m","200203",88
"Sergey Volkov","2621","28y1m","200203",88
"Andrey Shariyazdanov","2621","25y8m","200203",88
"Krishnan Sasikiran","2619","21y2m","200203",91
"Julian Hodgson","2618","38y8m","200203",92
"Alexander Shabalov","2618","34y6m","200203",92
"Yasser Seirawan","2618","42y0m","200203",92
"Andrei Istratescu","2617","26y3m","200203",95
"Valerij Filippov","2617","26y4m","200203",95
"Ulf Andersson","2616","50y9m","200203",97
"Zdenko Koul","2615","35y10m","200203",98
"Yuri Yakovich","2615","39y4m","200203",98
"Alexander Galkin","2614","23y1m","200203",100
"Garry Kasparov","2854","39y0m","200204",1
"Vladimir Kramnik","2825","26y10m","200204",2
"Viswanathan Anand","2785","32y4m","200204",3
"Michael Adams","2757","30y5m","200204",4
"Ruslan Ponomariov","2748","18y6m","200204",5
"Veselin Topalov","2747","27y1m","200204",6
"Evgeny Bareev","2745","35y5m","200204",7
"Alexander Morozevich","2741","24y9m","200204",8
"Peter Leko","2741","22y7m","200204",8
"Vassily Ivanchuk","2740","33y1m","200204",10
"Boris Gelfand","2734","33y10m","200204",11
"Peter Svidler","2730","25y10m","200204",12
"Alexei Shirov","2729","29y9m","200204",13
"Vladimir Akopian","2709","30y4m","200204",14
"Alexander Grischuk","2708","18y6m","200204",15
"Ilia Smirin","2703","34y3m","200204",16
"Alexander Khalifman","2701","36y3m","200204",17
"Alexey Dreev","2700","33y3m","200204",18
"Judit Polgar","2694","25y9m","200204",19
"Nigel Short","2692","36y10m","200204",20
"Zurab Azmaiparashvili","2687","42y1m","200204",21
"Rustam Kasimdzhanov","2687","22y4m","200204",21
"Joel Lautier","2685","29y0m","200204",23
"Vladimir Malakhov","2685","21y5m","200204",23
"Kiril Georgiev","2684","36y5m","200204",25
"Loek van Wely","2682","29y6m","200204",26
"Anatoly Karpov","2679","50y11m","200204",27
"Vladislav Tkachiev","2676","28y5m","200204",28
"Predrag Nikolic","2676","41y7m","200204",28
"Ye Jiangchuan","2673","41y5m","200204",30
"Mikhail Gurevich","2672","43y2m","200204",31
"Viktor Bologan","2672","30y4m","200204",31
"Rafael Vaganian","2672","50y6m","200204",31
"Zoltan Almasi","2670","25y8m","200204",34
"Alexander Graf","2670","39y8m","200204",34
"Konstantin Sakaev","2669","28y0m","200204",36
"Jeroen Piket","2668","33y3m","200204",37
"Vadim Zvjaginsev","2668","25y8m","200204",37
"Alexander Beliavsky","2667","48y4m","200204",39
"Aleksej Aleksandrov","2665","28y11m","200204",40
"Zhang Zhong","2663","23y7m","200204",41
"Emil Sutovsky","2661","24y7m","200204",42
"Smbat Lputian","2661","44y2m","200204",42
"Viktor Korchnoi","2660","71y1m","200204",44
"Etienne Bacrot","2659","19y3m","200204",45
"Ivan Sokolov","2658","33y10m","200204",46
"Alexander Lastin","2655","25y6m","200204",47
"Andrei Kharlov","2655","33y5m","200204",47
"Rustem Dautov","2655","36y5m","200204",47
"Alexander Onischuk","2653","26y7m","200204",50
"Gregory Kaidanov","2651","42y6m","200204",51
"Sergei Rublevsky","2651","27y6m","200204",51
"Francisco Vallejo Pons","2650","19y8m","200204",53
"Christopher Lutz","2649","31y2m","200204",54
"Sergei Movsesian","2649","23y5m","200204",54
"Peter Heine Nielsen","2649","28y11m","200204",54
"Michal Krasenkow","2645","38y5m","200204",57
"Alexander Motylev","2643","22y10m","200204",58
"Xu Jun","2643","39y7m","200204",58
"Mihail Kobalija","2642","23y11m","200204",60
"Evgeny Pigusov","2641","41y1m","200204",61
"Pavel Tregubov","2640","30y4m","200204",62
"Jan Timman","2640","50y4m","200204",62
"Krishnan Sasikiran","2639","21y3m","200204",64
"Sergei Tiviakov","2639","29y2m","200204",64
"Evgeny Vladimirov","2638","45y3m","200204",66
"Igor Novikov","2637","39y11m","200204",67
"Lev Psakhis","2636","43y5m","200204",68
"Zurab Sturua","2636","42y10m","200204",68
"Iosif Dorfman","2635","49y11m","200204",70
"Joel Benjamin","2633","38y1m","200204",71
"Vladimir Baklan","2633","24y2m","200204",71
"Igor Khenkin","2633","34y1m","200204",71
"Vadim Milov","2632","29y8m","200204",74
"Ioannis Papaioannou","2630","26y0m","200204",75
"Murtas Kazhgaleyev","2629","","200204",76
"Vladimir Epishin","2628","36y9m","200204",77
"Andrey Shariyazdanov","2627","25y9m","200204",78
"Artur Jussupow","2627","42y2m","200204",78
"Curt Hansen","2626","37y7m","200204",80
"Jaan Ehlvest","2625","39y6m","200204",81
"Karen Asrian","2625","22y0m","200204",81
"Sergey Dolmatov","2624","43y2m","200204",83
"Sergey Volkov","2623","28y2m","200204",84
"Liviu-Dieter Nisipeanu","2623","25y8m","200204",84
"Robert H<fc>bner","2623","53y5m","200204",84
"Julian Hodgson","2620","38y9m","200204",87
"Andrey Sokolov","2620","39y1m","200204",87
"Ulf Andersson","2619","50y10m","200204",89
"Andrei Istratescu","2618","26y4m","200204",90
"Matthew Sadler","2617","27y11m","200204",91
"Lenier Dominguez","2616","18y7m","200204",92
"Alexander Shabalov","2616","34y7m","200204",92
"Yuri Yakovich","2616","39y5m","200204",92
"Vlastimil Babula","2616","28y6m","200204",92
"Yasser Seirawan","2615","42y1m","200204",96
"Boris Avrukh","2615","24y3m","200204",96
"Evgeniy Najer","2615","24y10m","200204",96
"Viacheslav Eingorn","2614","45y5m","200204",99
"Valerij Filippov","2614","26y5m","200204",99
"Garry Kasparov","2852","39y1m","200205",1
"Vladimir Kramnik","2825","26y11m","200205",2
"Viswanathan Anand","2784","32y5m","200205",3
"Veselin Topalov","2756","27y2m","200205",4
"Michael Adams","2754","30y6m","200205",5
"Ruslan Ponomariov","2750","18y7m","200205",6
"Evgeny Bareev","2746","35y6m","200205",7
"Peter Leko","2740","22y8m","200205",8
"Alexander Morozevich","2740","24y10m","200205",8
"Vassily Ivanchuk","2738","33y2m","200205",10
"Boris Gelfand","2734","33y11m","200205",11
"Peter Svidler","2730","25y11m","200205",12
"Alexei Shirov","2729","29y10m","200205",13
"Vladimir Akopian","2709","30y5m","200205",14
"Alexander Grischuk","2708","18y7m","200205",15
"Alexander Khalifman","2701","36y4m","200205",16
"Alexey Dreev","2700","33y4m","200205",17
"Ilia Smirin","2700","34y4m","200205",17
"Judit Polgar","2694","25y10m","200205",19
"Nigel Short","2690","36y11m","200205",20
"Rustam Kasimdzhanov","2688","22y5m","200205",21
"Vladimir Malakhov","2687","21y6m","200205",22
"Zurab Azmaiparashvili","2687","42y2m","200205",22
"Joel Lautier","2685","29y1m","200205",24
"Predrag Nikolic","2683","41y8m","200205",25
"Kiril Georgiev","2681","36y6m","200205",26
"Loek van Wely","2680","29y7m","200205",27
"Anatoly Karpov","2680","51y0m","200205",27
"Vladislav Tkachiev","2678","28y6m","200205",29
"Ye Jiangchuan","2675","41y6m","200205",30
"Zoltan Almasi","2674","25y9m","200205",31
"Rafael Vaganian","2674","50y7m","200205",31
"Viktor Bologan","2674","30y5m","200205",31
"Vadim Zvjaginsev","2673","25y9m","200205",34
"Konstantin Sakaev","2670","28y1m","200205",35
"Mikhail Gurevich","2669","43y3m","200205",36
"Alexander Beliavsky","2667","48y5m","200205",37
"Jeroen Piket","2665","33y4m","200205",38
"Zhang Zhong","2665","23y8m","200205",38
"Andrei Kharlov","2664","33y6m","200205",40
"Aleksej Aleksandrov","2661","29y0m","200205",41
"Alexander Lastin","2660","25y7m","200205",42
"Rustem Dautov","2660","36y6m","200205",42
"Emil Sutovsky","2659","24y8m","200205",44
"Ivan Sokolov","2659","33y11m","200205",44
"Francisco Vallejo Pons","2658","19y9m","200205",46
"Viktor Korchnoi","2658","71y2m","200205",46
"Sergei Rublevsky","2658","27y7m","200205",46
"Alexander Onischuk","2657","26y8m","200205",49
"Etienne Bacrot","2657","19y4m","200205",49
"Alexander Graf","2655","39y9m","200205",51
"Smbat Lputian","2654","44y3m","200205",52
"Michal Krasenkow","2653","38y6m","200205",53
"Evgeny Pigusov","2652","41y2m","200205",54
"Christopher Lutz","2652","31y3m","200205",54
"Gregory Kaidanov","2651","42y7m","200205",56
"Sergei Movsesian","2650","23y6m","200205",57
"Alexander Motylev","2648","22y11m","200205",58
"Lev Psakhis","2643","43y6m","200205",59
"Xu Jun","2641","39y8m","200205",60
"Evgeny Vladimirov","2641","45y4m","200205",60
"Peter Heine Nielsen","2640","29y0m","200205",62
"Mihail Kobalija","2639","24y0m","200205",63
"Krishnan Sasikiran","2638","21y4m","200205",64
"Jan Timman","2638","50y5m","200205",64
"Jaan Ehlvest","2637","39y7m","200205",66
"Sergei Tiviakov","2636","29y3m","200205",67
"Igor Novikov","2635","40y0m","200205",68
"Pavel Tregubov","2635","30y5m","200205",68
"Igor Khenkin","2634","34y2m","200205",70
"Vladimir Baklan","2634","24y3m","200205",70
"Sergey Volkov","2634","28y3m","200205",70
"Joel Benjamin","2634","38y2m","200205",70
"Zurab Sturua","2633","42y11m","200205",74
"Vadim Milov","2630","29y9m","200205",75
"Andrei Istratescu","2630","26y5m","200205",75
"Vladimir Epishin","2629","36y10m","200205",77
"Liviu-Dieter Nisipeanu","2629","25y9m","200205",77
"Iosif Dorfman","2629","50y0m","200205",77
"Curt Hansen","2628","37y8m","200205",80
"Sergey Dolmatov","2627","43y3m","200205",81
"Lenier Dominguez","2627","18y8m","200205",81
"Karen Asrian","2625","22y1m","200205",83
"Ioannis Papaioannou","2624","26y1m","200205",84
"Oleg Korneev","2623","32y10m","200205",85
"Andrey Sokolov","2623","39y2m","200205",85
"Artur Jussupow","2622","42y3m","200205",87
"Evgeniy Najer","2620","24y11m","200205",88
"Andrey Shariyazdanov","2620","25y10m","200205",88
"Ulf Andersson","2619","50y11m","200205",90
"Ashot Anastasian","2618","37y10m","200205",91
"Matthew Sadler","2618","28y0m","200205",91
"Jonathan Speelman","2617","45y7m","200205",93
"Drazen Sermek","2617","33y4m","200205",93
"Vlastimil Babula","2616","28y7m","200205",95
"Robert H<fc>bner","2615","53y6m","200205",96
"Alexander Shabalov","2615","34y8m","200205",96
"Valerij Filippov","2615","26y6m","200205",96
"Alexey Kuzmin","2615","39y2m","200205",96
"Yuri Yakovich","2615","39y6m","200205",96
"Garry Kasparov","2851","39y2m","200206",1
"Vladimir Kramnik","2822","27y0m","200206",2
"Viswanathan Anand","2783","32y6m","200206",3
"Veselin Topalov","2756","27y3m","200206",4
"Michael Adams","2753","30y7m","200206",5
"Ruslan Ponomariov","2750","18y8m","200206",6
"Peter Leko","2749","22y9m","200206",7
"Evgeny Bareev","2746","35y7m","200206",8
"Vassily Ivanchuk","2738","33y3m","200206",9
"Alexander Morozevich","2737","24y11m","200206",10
"Boris Gelfand","2733","34y0m","200206",11
"Peter Svidler","2730","26y0m","200206",12
"Alexei Shirov","2727","29y11m","200206",13
"Vladimir Akopian","2709","30y6m","200206",14
"Alexander Grischuk","2708","18y8m","200206",15
"Alexey Dreev","2700","33y5m","200206",16
"Alexander Khalifman","2700","36y5m","200206",16
"Ilia Smirin","2699","34y5m","200206",18
"Vladimir Malakhov","2693","21y7m","200206",19
"Vadim Zvjaginsev","2693","25y10m","200206",19
"Judit Polgar","2693","25y11m","200206",19
"Nigel Short","2691","37y0m","200206",22
"Zurab Azmaiparashvili","2685","42y3m","200206",23
"Loek van Wely","2684","29y8m","200206",24
"Kiril Georgiev","2683","36y7m","200206",25
"Joel Lautier","2681","29y2m","200206",26
"Predrag Nikolic","2681","41y9m","200206",26
"Anatoly Karpov","2679","51y1m","200206",28
"Vladislav Tkachiev","2676","28y7m","200206",29
"Ye Jiangchuan","2675","41y7m","200206",30
"Zoltan Almasi","2674","25y10m","200206",31
"Rustam Kasimdzhanov","2674","22y6m","200206",31
"Konstantin Sakaev","2673","28y2m","200206",33
"Rafael Vaganian","2673","50y8m","200206",33
"Alexander Beliavsky","2673","48y6m","200206",33
"Mikhail Gurevich","2671","43y4m","200206",36
"Viktor Bologan","2670","30y6m","200206",37
"Ivan Sokolov","2667","34y0m","200206",38
"Zhang Zhong","2664","23y9m","200206",39
"Michal Krasenkow","2663","38y7m","200206",40
"Jeroen Piket","2663","33y5m","200206",40
"Francisco Vallejo Pons","2661","19y10m","200206",42
"Gregory Kaidanov","2661","42y8m","200206",42
"Christopher Lutz","2661","31y4m","200206",42
"Emil Sutovsky","2659","24y9m","200206",45
"Sergei Movsesian","2658","23y7m","200206",46
"Aleksej Aleksandrov","2658","29y1m","200206",46
"Sergei Rublevsky","2657","27y8m","200206",48
"Alexander Lastin","2657","25y8m","200206",48
"Alexander Motylev","2656","23y0m","200206",50
"Andrei Kharlov","2656","33y7m","200206",50
"Smbat Lputian","2654","44y4m","200206",52
"Etienne Bacrot","2654","19y5m","200206",52
"Alexander Onischuk","2653","26y9m","200206",54
"Evgeny Pigusov","2652","41y3m","200206",55
"Viktor Korchnoi","2652","71y3m","200206",55
"Alexander Graf","2645","39y10m","200206",57
"Evgeny Vladimirov","2645","45y5m","200206",57
"Lev Psakhis","2643","43y7m","200206",59
"Peter Heine Nielsen","2642","29y1m","200206",60
"Rustem Dautov","2641","36y7m","200206",61
"Krishnan Sasikiran","2640","21y5m","200206",62
"Vladimir Baklan","2639","24y4m","200206",63
"Mihail Kobalija","2638","24y1m","200206",64
"Jan Timman","2637","50y6m","200206",65
