"Player","Rating","Age","dateranking","ranking"
"Alexander Beliavsky","2668","49y0m","200212",38
"Zhang Zhong","2665","24y3m","200212",40
"Viktor Korchnoi","2662","71y9m","200212",41
"Sergei Rublevsky","2661","28y2m","200212",42
"Alexander Lastin","2660","26y2m","200212",43
"Alexander Motylev","2659","23y6m","200212",44
"Aleksej Aleksandrov","2659","29y7m","200212",44
"Sergei Movsesian","2658","24y1m","200212",46
"Francisco Vallejo Pons","2656","20y4m","200212",47
"Christopher Lutz","2654","31y10m","200212",48
"Smbat Lputian","2653","44y10m","200212",49
"Sergei Tiviakov","2653","29y10m","200212",49
"Alexander Graf","2653","40y4m","200212",49
"Alexander Onischuk","2652","27y3m","200212",52
"Rafael Vaganian","2652","51y2m","200212",52
"Merab Gagunashvili","2651","17y11m","200212",54
"Konstantin Landa","2651","30y7m","200212",54
"Jeroen Piket","2650","33y11m","200212",56
"Michal Krasenkow","2648","39y1m","200212",57
"Mihail Kobalija","2647","24y7m","200212",58
"Evgeny Pigusov","2647","41y9m","200212",58
"Andrei Kharlov","2647","34y1m","200212",58
"Lev Psakhis","2644","44y1m","200212",61
"Krishnan Sasikiran","2640","21y11m","200212",62
"Evgeny Vladimirov","2639","45y11m","200212",63
"Sergey Volkov","2638","28y10m","200212",64
"Vladimir Epishin","2638","37y5m","200212",64
"Pavel Tregubov","2637","31y0m","200212",66
"Karen Asrian","2636","22y8m","200212",67
"Murtas Kazhgaleyev","2636","","200212",67
"Peter Heine Nielsen","2636","29y7m","200212",67
"Vladimir Baklan","2634","24y10m","200212",70
"Levon Aronian","2633","20y2m","200212",71
"Rustem Dautov","2633","37y1m","200212",71
"Bartlomiej Macieja","2632","25y2m","200212",73
"Igor Khenkin","2632","34y9m","200212",73
"Lenier Dominguez","2632","19y3m","200212",73
"Alexander Goldin","2630","37y10m","200212",76
"Andrei Istratescu","2629","27y0m","200212",77
"Jaan Ehlvest","2629","40y2m","200212",77
"Yasser Seirawan","2628","42y9m","200212",79
"Teimour Radjabov","2627","15y9m","200212",80
"Xu Jun","2627","40y3m","200212",80
"Semen Dvoiris","2626","44y1m","200212",82
"Gregory Kaidanov","2625","43y2m","200212",83
"Zurab Sturua","2624","43y6m","200212",84
"Boris Avrukh","2623","24y11m","200212",85
"Jan Timman","2622","51y0m","200212",86
"Evgeny Alekseev","2621","17y1m","200212",87
"Vadim Milov","2621","30y4m","200212",87
"Lazaro Bruzon Bautista","2621","20y7m","200212",87
"Zviad Izoria","2619","18y11m","200212",90
"Iosif Dorfman","2619","50y7m","200212",90
"Artyom Timofeev","2618","17y11m","200212",92
"Evgeniy Najer","2618","25y6m","200212",92
"Sergey Dolmatov","2618","43y10m","200212",92
"Matthew Sadler","2618","28y7m","200212",92
"Viacheslav Eingorn","2618","46y1m","200212",92
"Vasily Yemelin","2618","26y10m","200212",92
"Laurent Fressinet","2617","21y1m","200212",98
"Shakhriyar Mamedyarov","2616","17y8m","200212",99
"Alexander Moiseenko","2616","22y7m","200212",99
"Garry Kasparov","2852","39y9m","200301",1
"Vladimir Kramnik","2816","27y7m","200301",2
"Viswanathan Anand","2787","33y1m","200301",3
"Veselin Topalov","2756","27y10m","200301",4
"Peter Leko","2754","23y4m","200301",5
"Michael Adams","2754","31y2m","200301",5
"Ruslan Ponomariov","2750","19y3m","200301",7
"Alexei Shirov","2739","30y6m","200301",8
"Evgeny Bareev","2735","36y2m","200301",9
"Peter Svidler","2730","26y7m","200301",10
"Vassily Ivanchuk","2728","33y10m","200301",11
"Alexander Grischuk","2722","19y3m","200301",12
"Boris Gelfand","2721","34y7m","200301",13
"Judit Polgar","2717","26y6m","200301",14
"Vladimir Akopian","2712","31y1m","200301",15
"Alexander Khalifman","2712","37y0m","200301",15
"Alexey Dreev","2709","34y0m","200301",17
"Loek van Wely","2698","30y3m","200301",18
"Alexander Morozevich","2698","25y6m","200301",18
"Ilia Smirin","2695","35y0m","200301",20
"Vladimir Malakhov","2695","22y2m","200301",20
"Joel Lautier","2688","29y9m","200301",22
"Nigel Short","2687","37y7m","200301",23
"Vadim Zvjaginsev","2686","26y5m","200301",24
"Rustam Kasimdzhanov","2685","23y1m","200301",25
"Predrag Nikolic","2683","42y4m","200301",26
"Anatoly Karpov","2682","51y8m","200301",27
"Ye Jiangchuan","2678","42y2m","200301",28
"Ivan Sokolov","2678","34y7m","200301",28
"Zurab Azmaiparashvili","2678","42y10m","200301",28
"Kiril Georgiev","2675","37y2m","200301",31
"Konstantin Sakaev","2673","28y9m","200301",32
"Alexander Beliavsky","2669","49y1m","200301",33
"Vladislav Tkachiev","2669","29y2m","200301",33
"Zoltan Almasi","2668","26y5m","200301",35
"Etienne Bacrot","2667","20y0m","200301",36
"Emil Sutovsky","2666","25y4m","200301",37
"Viktor Bologan","2665","31y1m","200301",38
"Mikhail Gurevich","2665","43y11m","200301",38
"Zhang Zhong","2662","24y4m","200301",40
"Merab Gagunashvili","2660","18y0m","200301",41
"Alexander Motylev","2660","23y7m","200301",41
"Sergei Rublevsky","2659","28y3m","200301",43
"Viktor Korchnoi","2658","71y10m","200301",44
"Matthew Sadler","2658","28y8m","200301",44
"Sergei Movsesian","2658","24y2m","200301",44
"Francisco Vallejo Pons","2657","20y5m","200301",47
"Alexander Graf","2656","40y5m","200301",48
"Aleksej Aleksandrov","2655","29y8m","200301",49
"Alexander Lastin","2654","26y3m","200301",50
"Smbat Lputian","2654","44y11m","200301",50
"Sergei Tiviakov","2653","29y11m","200301",52
"Christopher Lutz","2651","31y11m","200301",53
"Rafael Vaganian","2649","51y3m","200301",54
"Evgeny Pigusov","2647","41y10m","200301",55
"Michal Krasenkow","2647","39y2m","200301",55
"Jeroen Piket","2646","34y0m","200301",57
"Sergey Volkov","2646","28y11m","200301",57
"Krishnan Sasikiran","2644","22y0m","200301",59
"Andrei Kharlov","2642","34y2m","200301",60
"Konstantin Landa","2642","30y8m","200301",60
"Mihail Kobalija","2641","24y8m","200301",62
"Lev Psakhis","2638","44y2m","200301",63
"Alexander Onischuk","2638","27y4m","200301",63
"Levon Aronian","2638","20y3m","200301",63
"Evgeny Vladimirov","2637","46y0m","200301",66
"Pavel Tregubov","2636","31y1m","200301",67
"Murtas Kazhgaleyev","2635","","200301",68
"Karen Asrian","2635","22y9m","200301",68
"Igor Khenkin","2635","34y10m","200301",68
"Peter Heine Nielsen","2634","29y8m","200301",71
"Vladimir Baklan","2632","24y11m","200301",72
"Lenier Dominguez","2630","19y4m","200301",73
"Andrei Istratescu","2629","27y1m","200301",74
"Rustem Dautov","2628","37y2m","200301",75
"Vladimir Epishin","2627","37y6m","200301",76
"Teimour Radjabov","2627","15y10m","200301",76
"Bartlomiej Macieja","2627","25y3m","200301",76
"Boris Avrukh","2624","25y0m","200301",79
"Alexander Goldin","2624","37y11m","200301",79
"Gregory Kaidanov","2624","43y3m","200301",79
"Jaan Ehlvest","2623","40y3m","200301",82
"Zurab Sturua","2623","43y7m","200301",82
"Jan Timman","2620","51y1m","200301",84
"Evgeniy Najer","2620","25y7m","200301",84
"Laurent Fressinet","2619","21y2m","200301",86
"Evgeny Alekseev","2619","17y2m","200301",86
"Lazaro Bruzon Bautista","2618","20y8m","200301",88
"Vasily Yemelin","2617","26y11m","200301",89
"Xu Jun","2617","40y4m","200301",89
"Yasser Seirawan","2617","42y10m","200301",89
"Shakhriyar Mamedyarov","2615","17y9m","200301",92
"Artyom Timofeev","2614","18y0m","200301",93
"Vlastimil Babula","2614","29y3m","200301",93
"Sergey Dolmatov","2614","43y11m","200301",93
"Viacheslav Eingorn","2614","46y2m","200301",93
"Peng Xiaomin","2614","29y9m","200301",93
"Yuri Yakovich","2614","40y2m","200301",93
"Bu Xiangzhi","2613","17y1m","200301",99
"Uwe B<f6>nsch","2613","44y3m","200301",99
"Garry Kasparov","2847","39y10m","200302",1
"Vladimir Kramnik","2800","27y8m","200302",2
"Viswanathan Anand","2793","33y2m","200302",3
"Peter Leko","2753","23y5m","200302",4
"Veselin Topalov","2751","27y11m","200302",5
"Michael Adams","2748","31y3m","200302",6
"Ruslan Ponomariov","2744","19y4m","200302",7
"Evgeny Bareev","2741","36y3m","200302",8
"Alexei Shirov","2738","30y7m","200302",9
"Peter Svidler","2733","26y8m","200302",10
"Vassily Ivanchuk","2729","33y11m","200302",11
"Judit Polgar","2728","26y7m","200302",12
"Alexander Grischuk","2725","19y4m","200302",13
"Boris Gelfand","2720","34y8m","200302",14
"Alexander Khalifman","2711","37y1m","200302",15
"Vladimir Akopian","2710","31y2m","200302",16
"Alexey Dreev","2704","34y1m","200302",17
"Loek van Wely","2701","30y4m","200302",18
"Alexander Morozevich","2696","25y7m","200302",19
"Ilia Smirin","2691","35y1m","200302",20
"Joel Lautier","2690","29y10m","200302",21
"Vladimir Malakhov","2690","22y3m","200302",21
"Nigel Short","2688","37y8m","200302",23
"Vadim Zvjaginsev","2684","26y6m","200302",24
"Rustam Kasimdzhanov","2684","23y2m","200302",24
"Predrag Nikolic","2683","42y5m","200302",26
"Anatoly Karpov","2683","51y9m","200302",26
"Ivan Sokolov","2681","34y8m","200302",28
"Zhang Zhong","2680","24y5m","200302",29
"Ye Jiangchuan","2679","42y3m","200302",30
"Kiril Georgiev","2676","37y3m","200302",31
"Zurab Azmaiparashvili","2675","42y11m","200302",32
"Konstantin Sakaev","2672","28y10m","200302",33
"Alexander Beliavsky","2671","49y2m","200302",34
"Vladislav Tkachiev","2667","29y3m","200302",35
"Etienne Bacrot","2666","20y1m","200302",36
"Mikhail Gurevich","2666","44y0m","200302",36
"Zoltan Almasi","2665","26y6m","200302",38
"Viktor Bologan","2664","31y2m","200302",39
"Emil Sutovsky","2663","25y5m","200302",40
"Alexander Motylev","2662","23y8m","200302",41
"Smbat Lputian","2659","45y0m","200302",42
"Merab Gagunashvili","2658","18y1m","200302",43
"Sergei Rublevsky","2657","28y4m","200302",44
"Alexander Graf","2656","40y6m","200302",45
"Aleksej Aleksandrov","2655","29y9m","200302",46
"Francisco Vallejo Pons","2653","20y6m","200302",47
"Sergei Movsesian","2653","24y3m","200302",47
"Alexander Lastin","2653","26y4m","200302",47
"Christopher Lutz","2652","32y0m","200302",50
"Rafael Vaganian","2652","51y4m","200302",50
"Sergei Tiviakov","2648","30y0m","200302",52
"Krishnan Sasikiran","2647","22y1m","200302",53
"Sergey Volkov","2647","29y0m","200302",53
"Viktor Korchnoi","2645","71y11m","200302",55
"Evgeny Pigusov","2645","41y11m","200302",55
"Jeroen Piket","2644","34y1m","200302",57
"Michal Krasenkow","2642","39y3m","200302",58
"Teimour Radjabov","2640","15y11m","200302",59
"Mihail Kobalija","2639","24y9m","200302",60
"Andrei Kharlov","2639","34y3m","200302",60
"Konstantin Landa","2638","30y9m","200302",62
"Lev Psakhis","2637","44y3m","200302",63
"Evgeny Vladimirov","2636","46y1m","200302",64
"Rustem Dautov","2635","37y3m","200302",65
"Levon Aronian","2635","20y4m","200302",65
"Alexander Onischuk","2633","27y5m","200302",67
"Karen Asrian","2632","22y10m","200302",68
"Igor Khenkin","2632","34y11m","200302",68
"Pavel Tregubov","2632","31y2m","200302",68
"Alexander Goldin","2632","38y0m","200302",68
"Peter Heine Nielsen","2631","29y9m","200302",72
"Murtas Kazhgaleyev","2631","","200302",72
"Lenier Dominguez","2631","19y5m","200302",72
"Andrei Istratescu","2630","27y2m","200302",75
"Vladimir Epishin","2629","37y7m","200302",76
"Vladimir Baklan","2628","25y0m","200302",77
"Gregory Kaidanov","2624","43y4m","200302",78
"Vasily Yemelin","2624","27y0m","200302",78
"Joel Benjamin","2623","38y11m","200302",80
"Zurab Sturua","2621","43y8m","200302",81
"Jaan Ehlvest","2621","40y4m","200302",81
"Yuri Yakovich","2620","40y3m","200302",83
"Vlastimil Babula","2620","29y4m","200302",83
"Viacheslav Eingorn","2619","46y3m","200302",85
"Bartlomiej Macieja","2619","25y4m","200302",85
"Boris Avrukh","2619","25y1m","200302",85
"Matthew Sadler","2618","28y9m","200302",88
"Lazaro Bruzon Bautista","2617","20y9m","200302",89
"Artyom Timofeev","2617","18y1m","200302",89
"Giovanni Vescovi","2617","24y8m","200302",89
"Liviu-Dieter Nisipeanu","2616","26y6m","200302",92
"Peng Xiaomin","2616","29y10m","200302",92
"Sarunas Sulskis","2616","30y3m","200302",92
"Sergey Dolmatov","2615","44y0m","200302",95
"Evgeniy Najer","2615","25y8m","200302",95
"Laurent Fressinet","2615","21y3m","200302",95
"Vadim Milov","2615","30y6m","200302",95
"Igor Novikov","2614","40y9m","200302",99
"Yasser Seirawan","2614","42y11m","200302",99
"Garry Kasparov","2838","39y11m","200303",1
"Vladimir Kramnik","2805","27y9m","200303",2
"Viswanathan Anand","2797","33y3m","200303",3
"Peter Leko","2756","23y6m","200303",4
"Veselin Topalov","2751","28y0m","200303",5
"Alexei Shirov","2744","30y8m","200303",6
"Michael Adams","2742","31y4m","200303",7
"Evgeny Bareev","2741","36y4m","200303",8
"Peter Svidler","2739","26y9m","200303",9
"Ruslan Ponomariov","2736","19y5m","200303",10
"Alexander Grischuk","2732","19y5m","200303",11
"Judit Polgar","2731","26y8m","200303",12
"Vassily Ivanchuk","2730","34y0m","200303",13
"Boris Gelfand","2720","34y9m","200303",14
"Vladimir Akopian","2709","31y3m","200303",15
"Alexey Dreev","2705","34y2m","200303",16
"Alexander Khalifman","2702","37y2m","200303",17
"Loek van Wely","2698","30y5m","200303",18
"Vladimir Malakhov","2696","22y4m","200303",19
"Alexander Morozevich","2693","25y8m","200303",20
"Nigel Short","2693","37y9m","200303",20
"Joel Lautier","2689","29y11m","200303",22
"Ivan Sokolov","2687","34y9m","200303",23
"Ilia Smirin","2686","35y2m","200303",24
"Predrag Nikolic","2686","42y6m","200303",24
"Anatoly Karpov","2684","51y10m","200303",26
"Vadim Zvjaginsev","2684","26y7m","200303",26
"Rustam Kasimdzhanov","2684","23y3m","200303",26
"Zhang Zhong","2683","24y6m","200303",29
"Ye Jiangchuan","2679","42y4m","200303",30
"Kiril Georgiev","2677","37y4m","200303",31
"Konstantin Sakaev","2674","28y11m","200303",32
"Zurab Azmaiparashvili","2673","43y0m","200303",33
"Alexander Beliavsky","2672","49y3m","200303",34
"Viktor Bologan","2672","31y3m","200303",34
"Emil Sutovsky","2671","25y6m","200303",36
"Vladislav Tkachiev","2668","29y4m","200303",37
"Mikhail Gurevich","2667","44y1m","200303",38
"Zoltan Almasi","2665","26y7m","200303",39
"Aleksej Aleksandrov","2663","29y10m","200303",40
"Alexander Motylev","2660","23y9m","200303",41
"Francisco Vallejo Pons","2660","20y7m","200303",41
"Smbat Lputian","2659","45y1m","200303",43
"Christopher Lutz","2657","32y1m","200303",44
"Etienne Bacrot","2657","20y2m","200303",44
"Sergei Tiviakov","2656","30y1m","200303",46
"Sergei Movsesian","2656","24y4m","200303",46
"Sergei Rublevsky","2655","28y5m","200303",48
"Viktor Korchnoi","2653","72y0m","200303",49
"Alexander Lastin","2653","26y5m","200303",49
"Alexander Graf","2651","40y7m","200303",51
"Krishnan Sasikiran","2651","22y2m","200303",51
"Merab Gagunashvili","2650","18y2m","200303",53
"Sergey Volkov","2650","29y1m","200303",53
"Evgeny Pigusov","2649","42y0m","200303",55
"Rafael Vaganian","2648","51y5m","200303",56
"Jeroen Piket","2645","34y2m","200303",57
"Teimour Radjabov","2645","16y0m","200303",57
"Michal Krasenkow","2643","39y4m","200303",59
"Levon Aronian","2643","20y5m","200303",59
"Mihail Kobalija","2640","24y10m","200303",61
"Andrei Kharlov","2640","34y4m","200303",61
"Alexander Onischuk","2639","27y6m","200303",63
"Alexander Goldin","2635","38y1m","200303",64
"Evgeny Vladimirov","2635","46y2m","200303",64
"Lev Psakhis","2634","44y4m","200303",66
"Konstantin Landa","2634","30y10m","200303",66
"Pavel Tregubov","2633","31y3m","200303",68
"Karen Asrian","2633","22y11m","200303",68
"Bartlomiej Macieja","2633","25y5m","200303",68
"Lenier Dominguez","2631","19y6m","200303",71
"Liviu-Dieter Nisipeanu","2629","26y7m","200303",72
"Peter Heine Nielsen","2627","29y10m","200303",73
"Rustem Dautov","2627","37y4m","200303",73
"Andrei Istratescu","2627","27y3m","200303",73
"Evgeniy Najer","2627","25y9m","200303",73
"Igor Khenkin","2627","35y0m","200303",73
"Vladimir Epishin","2626","37y8m","200303",78
"Gregory Kaidanov","2626","43y5m","200303",78
"Vladimir Baklan","2626","25y1m","200303",78
"Vasily Yemelin","2625","27y1m","200303",81
"Eduardas Rozentalis","2624","39y10m","200303",82
"Giovanni Vescovi","2624","24y9m","200303",82
"Murtas Kazhgaleyev","2623","","200303",84
"Sergey Dolmatov","2623","44y1m","200303",84
"Zurab Sturua","2622","43y9m","200303",86
"Lazaro Bruzon Bautista","2620","20y10m","200303",87
"Laurent Fressinet","2619","21y4m","200303",88
"Alexander Moiseenko","2619","22y10m","200303",88
"Joel Benjamin","2618","39y0m","200303",90
"Boris Avrukh","2618","25y2m","200303",90
"Jaan Ehlvest","2618","40y5m","200303",90
"Yuri Yakovich","2617","40y4m","200303",93
"Sarunas Sulskis","2617","30y4m","200303",93
"Shakhriyar Mamedyarov","2615","17y11m","200303",95
"Bu Xiangzhi","2615","17y3m","200303",95
"Matthew Sadler","2614","28y10m","200303",97
"Viacheslav Eingorn","2614","46y4m","200303",97
"Daniel Fridman","2613","27y1m","200303",99
"Evgeny Alekseev","2612","17y4m","200303",100
"Garry Kasparov","2833","40y0m","200304",1
"Vladimir Kramnik","2796","27y10m","200304",2
"Viswanathan Anand","2792","33y4m","200304",3
"Peter Leko","2758","23y7m","200304",4
"Veselin Topalov","2750","28y1m","200304",5
"Ruslan Ponomariov","2743","19y6m","200304",6
"Michael Adams","2742","31y5m","200304",7
"Alexei Shirov","2742","30y9m","200304",7
"Peter Svidler","2741","26y10m","200304",9
"Evgeny Bareev","2741","36y5m","200304",9
"Alexander Grischuk","2740","19y6m","200304",11
"Judit Polgar","2731","26y9m","200304",12
"Vassily Ivanchuk","2729","34y1m","200304",13
"Boris Gelfand","2718","34y10m","200304",14
"Vladimir Akopian","2708","31y4m","200304",15
"Alexey Dreev","2706","34y3m","200304",16
"Alexander Khalifman","2701","37y3m","200304",17
"Loek van Wely","2695","30y6m","200304",18
"Vladimir Malakhov","2693","22y5m","200304",19
"Alexander Morozevich","2691","25y9m","200304",20
"Nigel Short","2690","37y10m","200304",21
"Ivan Sokolov","2687","34y10m","200304",22
"Predrag Nikolic","2686","42y7m","200304",23
"Ilia Smirin","2685","35y3m","200304",24
"Joel Lautier","2683","30y0m","200304",25
"Anatoly Karpov","2683","51y11m","200304",25
"Zhang Zhong","2681","24y7m","200304",27
"Vadim Zvjaginsev","2680","26y8m","200304",28
"Ye Jiangchuan","2678","42y5m","200304",29
"Kiril Georgiev","2674","37y5m","200304",30
"Zurab Azmaiparashvili","2673","43y1m","200304",31
"Rustam Kasimdzhanov","2672","23y4m","200304",32
"Francisco Vallejo Pons","2671","20y8m","200304",33
"Viktor Bologan","2670","31y4m","200304",34
"Konstantin Sakaev","2670","29y0m","200304",34
"Alexander Beliavsky","2669","49y4m","200304",36
"Emil Sutovsky","2668","25y7m","200304",37
"Vladislav Tkachiev","2665","29y5m","200304",38
"Mikhail Gurevich","2664","44y2m","200304",39
"Zoltan Almasi","2662","26y8m","200304",40
"Aleksej Aleksandrov","2662","29y11m","200304",40
"Alexander Motylev","2660","23y10m","200304",42
"Smbat Lputian","2659","45y2m","200304",43
"Etienne Bacrot","2658","20y3m","200304",44
"Alexander Graf","2658","40y8m","200304",44
"Levon Aronian","2656","20y6m","200304",46
"Sergei Rublevsky","2656","28y6m","200304",46
"Krishnan Sasikiran","2652","22y3m","200304",48
"Viktor Korchnoi","2652","72y1m","200304",48
"Sergei Movsesian","2651","24y5m","200304",50
"Merab Gagunashvili","2650","18y3m","200304",51
"Alexander Lastin","2650","26y6m","200304",51
"Sergei Tiviakov","2647","30y2m","200304",53
"Christopher Lutz","2646","32y2m","200304",54
"Teimour Radjabov","2645","16y1m","200304",55
"Sergey Volkov","2644","29y2m","200304",56
"Andrei Kharlov","2644","34y5m","200304",56
"Rafael Vaganian","2644","51y6m","200304",56
"Michal Krasenkow","2644","39y5m","200304",56
"Evgeny Pigusov","2642","42y1m","200304",60
"Jeroen Piket","2641","34y3m","200304",61
"Mihail Kobalija","2636","24y11m","200304",62
"Evgeny Vladimirov","2636","46y3m","200304",62
"Alexander Onischuk","2635","27y7m","200304",64
"Bartlomiej Macieja","2634","25y6m","200304",65
"Karen Asrian","2633","23y0m","200304",66
"Liviu-Dieter Nisipeanu","2632","26y8m","200304",67
"Alexander Goldin","2631","38y2m","200304",68
"Yuri Yakovich","2631","40y5m","200304",68
"Rustem Dautov","2630","37y5m","200304",70
"Lenier Dominguez","2630","19y7m","200304",70
"Lev Psakhis","2630","44y5m","200304",70
"Andrei Istratescu","2629","27y4m","200304",73
"Vladimir Epishin","2629","37y9m","200304",73
"Gregory Kaidanov","2628","43y6m","200304",75
"Vasily Yemelin","2628","27y2m","200304",75
"Pavel Tregubov","2627","31y4m","200304",77
"Vladimir Baklan","2627","25y2m","200304",77
"Igor Khenkin","2626","35y1m","200304",79
"Laurent Fressinet","2625","21y5m","200304",80
"Peter Heine Nielsen","2625","29y11m","200304",80
"Konstantin Landa","2624","30y11m","200304",82
"Eduardas Rozentalis","2623","39y11m","200304",83
"Zurab Sturua","2622","43y10m","200304",84
"Alexey Kuzmin","2622","40y1m","200304",84
"Giovanni Vescovi","2622","24y10m","200304",84
"Murtas Kazhgaleyev","2621","","200304",87
"Joel Benjamin","2621","39y1m","200304",87
"Sergey Dolmatov","2620","44y2m","200304",89
"Lazaro Bruzon Bautista","2618","20y11m","200304",90
"Alexander Moiseenko","2617","22y11m","200304",91
"Sarunas Sulskis","2617","30y5m","200304",91
"Bu Xiangzhi","2616","17y4m","200304",93
"Evgeniy Najer","2616","25y10m","200304",93
"Boris Avrukh","2615","25y3m","200304",95
"John Nunn","2614","48y0m","200304",96
"Daniel Fridman","2613","27y2m","200304",97
"Viacheslav Eingorn","2613","46y5m","200304",97
"Vadim Milov","2612","30y8m","200304",99
"Shakhriyar Mamedyarov","2612","18y0m","200304",99
"Garry Kasparov","2830","40y1m","200305",1
"Vladimir Kramnik","2792","27y11m","200305",2
"Viswanathan Anand","2792","33y5m","200305",2
"Peter Leko","2754","23y8m","200305",4
"Veselin Topalov","2749","28y2m","200305",5
"Alexander Grischuk","2746","19y7m","200305",6
"Peter Svidler","2745","26y11m","200305",7
"Ruslan Ponomariov","2743","19y7m","200305",8
"Michael Adams","2741","31y6m","200305",9
"Evgeny Bareev","2740","36y6m","200305",10
"Alexei Shirov","2738","30y10m","200305",11
"Judit Polgar","2737","26y10m","200305",12
"Vassily Ivanchuk","2728","34y2m","200305",13
"Boris Gelfand","2713","34y11m","200305",14
"Alexey Dreev","2711","34y4m","200305",15
"Vladimir Akopian","2707","31y5m","200305",16
"Anatoly Karpov","2705","52y0m","200305",17
"Nigel Short","2704","37y11m","200305",18
"Alexander Khalifman","2702","37y4m","200305",19
"Loek van Wely","2694","30y7m","200305",20
"Ilia Smirin","2693","35y4m","200305",21
"Ivan Sokolov","2691","34y11m","200305",22
"Alexander Morozevich","2690","25y10m","200305",23
"Joel Lautier","2688","30y1m","200305",24
"Vladimir Malakhov","2686","22y6m","200305",25
"Vadim Zvjaginsev","2686","26y9m","200305",25
"Predrag Nikolic","2685","42y8m","200305",27
"Ye Jiangchuan","2679","42y6m","200305",28
"Zhang Zhong","2678","24y8m","200305",29
"Zurab Azmaiparashvili","2678","43y2m","200305",29
"Rustam Kasimdzhanov","2676","23y5m","200305",31
"Mikhail Gurevich","2674","44y3m","200305",32
"Emil Sutovsky","2671","25y8m","200305",33
"Francisco Vallejo Pons","2670","20y9m","200305",34
"Alexander Beliavsky","2668","49y5m","200305",35
"Viktor Bologan","2667","31y5m","200305",36
"Vladislav Tkachiev","2667","29y6m","200305",36
"Kiril Georgiev","2666","37y6m","200305",38
"Sergei Rublevsky","2666","28y7m","200305",38
"Aleksej Aleksandrov","2665","30y0m","200305",40
"Konstantin Sakaev","2660","29y1m","200305",41
"Etienne Bacrot","2659","20y4m","200305",42
"Alexander Motylev","2657","23y11m","200305",43
"Sergey Volkov","2654","29y3m","200305",44
"Krishnan Sasikiran","2654","22y4m","200305",44
"Viktor Korchnoi","2652","72y2m","200305",46
"Zoltan Almasi","2651","26y9m","200305",47
"Sergei Movsesian","2651","24y6m","200305",47
"Alexander Lastin","2650","26y7m","200305",49
"Evgeny Vladimirov","2650","46y4m","200305",49
"Christopher Lutz","2649","32y3m","200305",51
"Teimour Radjabov","2647","16y2m","200305",52
"Merab Gagunashvili","2647","18y4m","200305",52
"Levon Aronian","2645","20y7m","200305",54
"Sergei Tiviakov","2644","30y3m","200305",55
"Alexander Onischuk","2643","27y8m","200305",56
"Rafael Vaganian","2642","51y7m","200305",57
"Jeroen Piket","2642","34y4m","200305",57
"Liviu-Dieter Nisipeanu","2641","26y9m","200305",59
"Smbat Lputian","2640","45y3m","200305",60
"Michal Krasenkow","2640","39y6m","200305",60
"Evgeny Pigusov","2640","42y2m","200305",60
"Vladimir Epishin","2637","37y10m","200305",63
"Karen Asrian","2636","23y1m","200305",64
"Alexander Graf","2635","40y9m","200305",65
"Yuri Yakovich","2634","40y6m","200305",66
"Mihail Kobalija","2632","25y0m","200305",67
"Peter Heine Nielsen","2632","30y0m","200305",67
"Andrei Kharlov","2632","34y6m","200305",67
"Bartlomiej Macieja","2631","25y7m","200305",70
"Rustem Dautov","2630","37y6m","200305",71
"Lev Psakhis","2628","44y6m","200305",72
"Giovanni Vescovi","2628","24y11m","200305",72
"Gregory Kaidanov","2627","43y7m","200305",74
"Pavel Tregubov","2627","31y5m","200305",74
"Lenier Dominguez","2627","19y8m","200305",74
"Konstantin Landa","2625","31y0m","200305",77
"Igor Khenkin","2624","35y2m","200305",78
"Viacheslav Eingorn","2624","46y6m","200305",78
"Evgeny Alekseev","2624","17y6m","200305",78
"Andrei Istratescu","2624","27y5m","200305",78
"Evgeniy Najer","2624","25y11m","200305",78
"Vasily Yemelin","2624","27y3m","200305",78
"Alexander Goldin","2624","38y3m","200305",78
"Laurent Fressinet","2622","21y6m","200305",85
"Sergey Dolmatov","2622","44y3m","200305",85
"Vladimir Baklan","2621","25y3m","200305",87
"Lazaro Bruzon Bautista","2620","21y0m","200305",88
"Shakhriyar Mamedyarov","2620","18y1m","200305",88
"Eduardas Rozentalis","2620","40y0m","200305",88
"Alexey Kuzmin","2619","40y2m","200305",91
"Alexander Moiseenko","2619","23y0m","200305",91
"Vadim Milov","2619","30y9m","200305",91
"Matthew Sadler","2617","29y0m","200305",94
"Boris Avrukh","2615","25y4m","200305",95
"Ashot Anastasian","2615","38y10m","200305",95
"Sarunas Sulskis","2614","30y6m","200305",97
"Yasser Seirawan","2612","43y2m","200305",98
"Christian Bauer","2612","26y4m","200305",98
"Semen Dvoiris","2610","44y6m","200305",100
"Garry Kasparov","2828","40y2m","200306",1
"Viswanathan Anand","2791","33y6m","200306",2
"Vladimir Kramnik","2788","28y0m","200306",3
"Peter Leko","2753","23y9m","200306",4
"Alexander Grischuk","2749","19y8m","200306",5
"Veselin Topalov","2749","28y3m","200306",5
"Alexei Shirov","2742","30y11m","200306",7
"Ruslan Ponomariov","2742","19y8m","200306",7
"Peter Svidler","2740","27y0m","200306",9
"Michael Adams","2738","31y7m","200306",10
"Judit Polgar","2736","26y11m","200306",11
"Vassily Ivanchuk","2735","34y3m","200306",12
"Evgeny Bareev","2731","36y7m","200306",13
"Boris Gelfand","2713","35y0m","200306",14
"Anatoly Karpov","2712","52y1m","200306",15
"Alexey Dreev","2711","34y5m","200306",16
"Vladimir Akopian","2706","31y6m","200306",17
